1941-05-31,4880
1941-06-30,3380
1941-07-31,2380
1941-08-31,1870
1941-09-30,1230
1941-10-31,917
1941-11-30,809
1941-12-31,791
1942-01-31,842
1942-02-28,2370
1942-03-31,3530
1942-04-30,4580
1942-05-31,3960
1942-06-30,2670
1942-07-31,2630
1942-08-31,3410
1942-09-30,2230
1942-10-31,1690
1942-11-30,983
1942-12-31,776
1943-01-31,665
1943-02-28,1350
1943-03-31,3550
1943-04-30,6040
1943-05-31,4770
1943-06-30,3160
1943-07-31,1890
1943-08-31,1570
1943-09-30,1120
1943-10-31,962
1943-11-30,799
1943-12-31,766
1944-01-31,654
1944-02-29,2170
1944-03-31,3140
1944-04-30,5770
1944-05-31,5800
1944-06-30,3510
1944-07-31,2030
1944-08-31,1470
1944-09-30,994
1944-10-31,707
1944-11-30,666
1944-12-31,612
1945-01-31,613
1945-02-28,1580
1945-03-31,3290
1945-04-30,5390
1945-05-31,3650
1945-06-30,3210
1945-07-31,2480
1945-08-31,2250
1945-09-30,1680
1945-10-31,1050
1945-11-30,870
1945-12-31,747
1946-01-31,644
1946-02-28,904
1946-03-31,4110
1946-04-30,6700
1946-05-31,4250
1946-06-30,2580
1946-07-31,1740
1946-08-31,1340
1946-09-30,1020
1946-10-31,764
1946-11-30,656
1946-12-31,587
1947-01-31,660
1947-02-28,1150
1947-03-31,6130
1947-04-30,7480
1947-05-31,5330
1947-06-30,3210
1947-07-31,1800
1947-08-31,1030
1947-09-30,727
1947-10-31,675
1947-11-30,589
1947-12-31,596
1948-01-31,715
1948-02-29,2070
1948-03-31,5460
1948-04-30,7170
1948-05-31,5410
1948-06-30,3200
1948-07-31,2120
1948-08-31,2070
1948-09-30,1540
1948-10-31,1050
1948-11-30,954
1948-12-31,693
1949-01-31,632
1949-02-28,968
1949-03-31,6550
1949-04-30,10700
1949-05-31,5130
1949-06-30,4600
1949-07-31,3460
1949-08-31,2490
1949-09-30,1610
1949-10-31,829
1949-11-30,672
1949-12-31,649
1950-01-31,691
1950-02-28,2150
1950-03-31,6380
1950-04-30,6140
1950-05-31,4090
1950-06-30,3440
1950-07-31,2100
1950-08-31,1490
1950-09-30,1810
1950-10-31,1200
1950-11-30,726
1950-12-31,699
1951-01-31,667
1951-02-28,952
1951-03-31,4160
1951-04-30,8880
1951-05-31,6650
1951-06-30,3330
1951-07-31,2120
1951-08-31,1580
1951-09-30,1550
1951-10-31,1310
1951-11-30,874
1951-12-31,774
1952-01-31,659
1952-02-29,1650
1952-03-31,6040
1952-04-30,6020
1952-05-31,5040
1952-06-30,2760
1952-07-31,1550
1952-08-31,1230
1952-09-30,1100
1952-10-31,793
1952-11-30,731
1952-12-31,676
1953-01-31,596
1953-02-28,1700
1953-03-31,5670
1953-04-30,6790
1953-05-31,5840
1953-06-30,3260
1953-07-31,1890
1953-08-31,1540
1953-09-30,921
1953-10-31,624
1953-11-30,660
1953-12-31,706
1954-01-31,610
1954-02-28,920
1954-03-31,4960
1954-04-30,6020
1954-05-31,4840
1954-06-30,2850
1954-07-31,2330
1954-08-31,1970
1954-09-30,2000
1954-10-31,1240
1954-11-30,843
1954-12-31,939
1955-01-31,775
1955-02-28,796
1955-03-31,4100
1955-04-30,7600
1955-05-31,7170
1955-06-30,4460
1955-07-31,3290
1955-08-31,2490
1955-09-30,2640
1955-10-31,1800
1955-11-30,1100
1955-12-31,918
1956-01-31,741
1956-02-29,1280
1956-03-31,3520
1956-04-30,7950
1956-05-31,7900
1956-06-30,4430
1956-07-31,2160
1956-08-31,1600
1956-09-30,1260
1956-10-31,869
1956-11-30,730
1956-12-31,639
1957-01-31,617
1957-02-28,1700
1957-03-31,5800
1957-04-30,7740
1957-05-31,4950
1957-06-30,2780
1957-07-31,1930
1957-08-31,1870
1957-09-30,1410
1957-10-31,1030
1957-11-30,1210
1957-12-31,1160
1958-01-31,932
1958-02-28,1510
1958-03-31,8170
1958-04-30,6820
1958-05-31,4550
1958-06-30,3390
1958-07-31,2550
1958-08-31,1590
1958-09-30,1700
1958-10-31,1500
1958-11-30,1310
1958-12-31,1180
1959-01-31,1260
1959-02-28,2450
1959-03-31,6390
1959-04-30,7430
1959-05-31,4340
1959-06-30,2740
1959-07-31,2260
1959-08-31,2820
1959-09-30,1610
1959-10-31,1360
1959-11-30,1120
1959-12-31,835
1960-01-31,815
1960-02-29,1560
1960-03-31,4830
1960-04-30,7460
1960-05-31,6350
1960-06-30,3630
1960-07-31,4010
1960-08-31,3410
1960-09-30,2830
1960-10-31,1860
1960-11-30,1210
1960-12-31,1060
1961-01-31,999
1961-02-28,2530
1961-03-31,4390
1961-04-30,6980
1961-05-31,7020
1961-06-30,3690
1961-07-31,2960
1961-08-31,2780
1961-09-30,2080
1961-10-31,1260
1961-11-30,1180
1961-12-31,1020
1962-01-31,1010
1962-02-28,2110
1962-03-31,5250
1962-04-30,7790
1962-05-31,4430
1962-06-30,2970
1962-07-31,2690
1962-08-31,2700
1962-09-30,1720
1962-10-31,906
1962-11-30,991
1962-12-31,1420
1963-01-31,808
1963-02-28,2380
1963-03-31,4150
1963-04-30,6970
1963-05-31,6100
1963-06-30,4490
1963-07-31,2710
1963-08-31,2510
1963-09-30,2710
1963-10-31,1770
1963-11-30,1300
1963-12-31,1620
1964-01-31,1460
1964-02-29,2130
1964-03-31,4420
1964-04-30,6670
1964-05-31,5200
1964-06-30,3580
1964-07-31,2870
1964-08-31,2320
1964-09-30,1630
1964-10-31,1300
1964-11-30,1100
1964-12-31,1000
1965-01-31,880
1965-02-28,1490
1965-03-31,3990
1965-04-30,10200
1965-05-31,7810
1965-06-30,5030
1965-07-31,3360
1965-08-31,3460
1965-09-30,2190
1965-10-31,1310
1965-11-30,1120
1965-12-31,1100
1966-01-31,1090
1966-02-28,2100
1966-03-31,5220
1966-04-30,7400
1966-05-31,5050
1966-06-30,3620
1966-07-31,2230
1966-08-31,2290
1966-09-30,1950
1966-10-31,1190
1966-11-30,886
1966-12-31,856
1967-01-31,876
1967-02-28,2450
1967-03-31,5290
1967-04-30,7030
1967-05-31,5910
1967-06-30,3830
1967-07-31,2510
1967-08-31,2370
1967-09-30,1680
1967-10-31,1520
1967-11-30,1160
1967-12-31,1100
1968-01-31,966
1968-02-29,1340
1968-03-31,5420
1968-04-30,9960
1968-05-31,6560
1968-06-30,3590
1968-07-31,2370
1968-08-31,2060
1968-09-30,2020
1968-10-31,1250
1968-11-30,1520
1968-12-31,1450
1969-01-31,1830
1969-02-28,1760
1969-03-31,5230
1969-04-30,7890
1969-05-31,7210
1969-06-30,3770
1969-07-31,3090
1969-08-31,2430
1969-09-30,2280
1969-10-31,1340
1969-11-30,1030
1969-12-31,985
1970-01-31,897
1970-02-28,2330
1970-03-31,5150
1970-04-30,6520
1970-05-31,4140
1970-06-30,3160
1970-07-31,2740
1970-08-31,2500
1970-09-30,2010
1970-10-31,1480
1970-11-30,1010
1970-12-31,1010
1971-01-31,959
1971-02-28,1410
1971-03-31,3630
1971-04-30,6560
1971-05-31,3780
1971-06-30,2420
1971-07-31,1810
1971-08-31,1530
1971-09-30,1020
1971-10-31,809
1971-11-30,855
1971-12-31,1030
1972-01-31,841
1972-02-29,1550
1972-03-31,6120
1972-04-30,7590
1972-05-31,5590
1972-06-30,3570
1972-07-31,2360
1972-08-31,1890
1972-09-30,1550
1972-10-31,908
1972-11-30,774
1972-12-31,857
1973-01-31,1500
1973-02-28,2100
1973-03-31,6450
1973-04-30,10800
1973-05-31,7330
1973-06-30,4120
1973-07-31,2280
1973-08-31,1940
1973-09-30,1500
1973-10-31,1000
1973-11-30,984
1973-12-31,842
1974-01-31,850
1974-02-28,1550
1974-03-31,4910
1974-04-30,6180
1974-05-31,5000
1974-06-30,2930
1974-07-31,1680
1974-08-31,2080
1974-09-30,1620
1974-10-31,1130
1974-11-30,987
1974-12-31,929
1975-01-31,927
1975-02-28,2320
1975-03-31,5890
1975-04-30,8430
1975-05-31,7470
1975-06-30,4360
1975-07-31,2440
1975-08-31,1930
1975-09-30,1290
1975-10-31,978
1975-11-30,797
1975-12-31,780
1976-01-31,736
1976-02-29,1100
1976-03-31,3940
1976-04-30,6830
1976-05-31,6070
1976-06-30,3420
1976-07-31,2300
1976-08-31,1950
1976-09-30,2360
1976-10-31,1480
1976-11-30,1140
1976-12-31,1030
1977-01-31,924
1977-02-28,2300
1977-03-31,7070
1977-04-30,7250
1977-05-31,7670
1977-06-30,6440
1977-07-31,4460
1977-08-31,2510
1977-09-30,1800
1977-10-31,1480
1977-11-30,1240
1977-12-31,1230
1978-01-31,1130
1978-02-28,2350
1978-03-31,4710
1978-04-30,5670
1978-05-31,4830
1978-06-30,3620
1978-07-31,2340
1978-08-31,1650
1978-09-30,1260
1978-10-31,1030
1978-11-30,881
1978-12-31,791
1979-01-31,952
1979-02-28,1960
1979-03-31,3950
1979-04-30,5730
1979-05-31,4540
1979-06-30,2970
1979-07-31,2600
1979-08-31,2090
1979-09-30,1590
1979-10-31,1010
1979-11-30,801
1979-12-31,721
1980-01-31,957
1980-02-29,1290
1980-03-31,4910
1980-04-30,6360
1980-05-31,4860
1980-06-30,2610
1980-07-31,1830
1980-08-31,1420
1980-09-30,918
1980-10-31,952
1980-11-30,684
1980-12-31,649
1981-01-31,703
1981-02-28,1760
1981-03-31,5120
1981-04-30,4900
1981-05-31,4010
1981-06-30,2720
1981-07-31,2600
1981-08-31,2080
1981-09-30,1630
1981-10-31,1900
1981-11-30,1860
1981-12-31,1480
1982-01-31,1300
1982-02-28,1880
1982-03-31,4950
1982-04-30,6260
1982-05-31,4890
1982-06-30,3620
1982-07-31,2130
1982-08-31,1530
1982-09-30,1950
1982-10-31,1140
1982-11-30,821
1982-12-31,927
1983-01-31,844
1983-02-28,1010
1983-03-31,5360
1983-04-30,8690
1983-05-31,7230
1983-06-30,4850
1983-07-31,3620
1983-08-31,2310
1983-09-30,1470
1983-10-31,1110
1983-11-30,972
1983-12-31,977
1984-01-31,1240
1984-02-29,1990
1984-03-31,4090
1984-04-30,6060
1984-05-31,5240
1984-06-30,3460
1984-07-31,2210
1984-08-31,1470
1984-09-30,2050
1984-10-31,878
1984-11-30,1160
1984-12-31,1010
1985-01-31,1160
1985-02-28,2030
1985-03-31,2870
1985-04-30,6370
1985-05-31,6580
1985-06-30,3780
1985-07-31,2920
1985-08-31,2560
1985-09-30,1370
1985-10-31,861
1985-11-30,740
1985-12-31,706
1986-01-31,801
1986-02-28,2070
1986-03-31,5300
1986-04-30,7390
1986-05-31,4650
1986-06-30,2770
1986-07-31,1940
1986-08-31,1980
1986-09-30,1230
1986-10-31,746
1986-11-30,813
1986-12-31,809
1987-01-31,1280
1987-02-28,2090
1987-03-31,3770
1987-04-30,8390
1987-05-31,5380
1987-06-30,3220
1987-07-31,1890
1987-08-31,1470
1987-09-30,1340
1987-10-31,908
1987-11-30,1000
1987-12-31,944
1988-01-31,1300
1988-02-29,2280
1988-03-31,5120
1988-04-30,5840
1988-05-31,4070
1988-06-30,2980
1988-07-31,1680
1988-08-31,1020
1988-09-30,1210
1988-10-31,811
1988-11-30,629
1988-12-31,657
1989-01-31,809
1989-02-28,2410
1989-03-31,5450
1989-04-30,5940
1989-05-31,4430
1989-06-30,3010
1989-07-31,1890
1989-08-31,1540
1989-09-30,1470
1989-10-31,926
1989-11-30,800
1989-12-31,685
1990-01-31,682
1990-02-28,1780
1990-03-31,4860
1990-04-30,6020
1990-05-31,3990
1990-06-30,3170
1990-07-31,1840
1990-08-31,1380
1990-09-30,2060
1990-10-31,1410
1990-11-30,1210
1990-12-31,841
1991-01-31,926
1991-02-28,3000
1991-03-31,5050
1991-04-30,8760
1991-05-31,6270
1991-06-30,3340
1991-07-31,1790
1991-08-31,1520
1991-09-30,2110
1991-10-31,1190
